,DHT,DHT,DHT,DHT,DHT,FRO,FRO,FRO,FRO,FRO,ASC,ASC,ASC,ASC,ASC,ECO,ECO,ECO,ECO,ECO,NAT,NAT,NAT,NAT,NAT,TNK,TNK,TNK,TNK,TNK,INSW,INSW,INSW,INSW,INSW,TRMD,TRMD,TRMD,TRMD,TRMD,TOPS,TOPS,TOPS,TOPS,TOPS,TORO,TORO,TORO,TORO,TORO,PSHG,PSHG,PSHG,PSHG,PSHG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-20 04:00:00,10.89,11.19,10.835,11.13,1904132.0,16.36,17.01,16.22,16.88,3704504.0,10.33,10.54,10.22,10.44,544214.0,22.96,23.68,22.84,23.48,157549,2.65,2.66,2.6,2.64,2098137.0,39.08,40.1133,38.53,39.96,373170.0,34.79,35.475,34.49,35.27,476777.0,18.93,19.285,18.6385,19.21,882069.0,6.12,6.34,6.0,6.1084,14908.0,2.27,2.385,2.27,2.38,16176.0,1.55,1.58,1.55,1.56,9206.0
2025-03-21 04:00:00,11.02,11.02,10.645,10.67,2974306.0,16.52,16.66,16.08,16.1,2600424.0,10.37,10.37,9.99,10.01,1143388.0,23.08,23.28,22.61,22.69,182522,2.63,2.63,2.55,2.56,5313267.0,39.47,39.531,38.4525,38.47,852535.0,34.94,35.08,33.78,33.8,2272259.0,18.85,19.0,18.32,18.32,728994.0,6.1,6.205,6.09,6.13,2396.0,2.34,2.4,2.3099,2.3901,43764.0,1.57,1.57,1.5287,1.55,20649.0
2025-03-24 04:00:00,10.74,10.925,10.72,10.9,1294965.0,15.985,16.315,15.9725,16.29,2159056.0,10.03,10.19,10.0,10.15,470584.0,22.49,23.055,22.4,22.82,169386,2.56,2.62,2.56,2.58,2695308.0,38.5,39.31,38.5,38.98,282659.0,33.72,34.48,33.72,34.33,464266.0,18.44,18.82,18.35,18.42,569059.0,6.09,6.4,6.09,6.36,8581.0,2.39,2.47,2.39,2.4608,21144.0,1.55,1.69,1.55,1.595,69445.0
2025-03-25 04:00:00,10.99,11.09,10.81,10.87,1671641.0,16.46,16.5702,15.93,16.09,1664040.0,10.2,10.28,9.92,9.99,566787.0,23.08,23.105,22.31,22.45,85653,2.59,2.635,2.53,2.54,2924211.0,39.0,39.345,38.09,38.28,244407.0,34.63,34.92,33.56,33.81,516402.0,18.4,18.62,17.86,18.015,710302.0,6.57,6.7,6.4212,6.45,12106.0,2.46,2.556,2.4346,2.5,31712.0,1.58,1.61,1.58,1.6,60596.0
2025-03-26 04:00:00,10.95,10.95,10.69,10.88,1410514.0,15.875,15.93,15.685,15.75,3223712.0,10.06,10.175,9.92,10.08,376111.0,22.49,22.7,22.39,22.57,143228,2.54,2.58,2.53,2.56,2154210.0,38.47,38.84,38.2,38.81,202058.0,33.89,34.7,33.89,34.29,652187.0,17.77,17.8,17.55,17.68,1110067.0,6.31,6.54,6.31,6.43,5267.0,2.48,2.5399,2.47,2.53,14492.0,1.58,1.64,1.58,1.6,47584.0
2025-03-27 04:00:00,10.81,10.84,10.52,10.53,1862879.0,15.09,15.275,14.89,14.91,4165395.0,10.02,10.07,9.8,10.04,548801.0,22.0,22.57,21.8001,21.92,242422,2.55,2.5786,2.52,2.53,1516977.0,38.52,39.01,37.465,38.17,273399.0,33.73,33.99,32.69,32.87,854206.0,17.14,17.145,16.73,16.965,1223531.0,6.48,6.53,6.39,6.4394,3479.0,2.54,2.59,2.49,2.49,14080.0,1.605,1.66,1.6,1.655,58002.0
2025-03-28 04:00:00,10.55,10.81,10.5256,10.71,1042319.0,14.91,15.149,14.675,14.97,2185297.0,10.05,10.23,9.93,10.21,518269.0,21.96,22.74,21.96,22.62,304644,2.53,2.55,2.48,2.52,2383940.0,38.1,38.87,37.93,38.68,255630.0,32.63,33.23,32.32,33.14,491594.0,16.88,17.0,16.575,16.87,770857.0,6.507,6.5325,6.3295,6.51,8647.0,2.47,2.53,2.47,2.5291,12914.0,1.66,1.675,1.63,1.6306,14747.0
2025-03-31 04:00:00,10.6,10.66,10.435,10.5,2093124.0,14.5,14.955,14.28,14.85,2372352.0,10.02,10.07,9.75,9.79,845786.0,21.9,22.315,21.575,22.1,181384,2.48,2.51,2.44,2.46,2565928.0,37.84,39.81,37.44,38.27,571641.0,32.63,33.45,32.09,33.2,658120.0,16.5,16.5669,16.14,16.48,1164012.0,6.53,6.5356,6.37,6.52,18204.0,2.52,2.52,2.465,2.4785,33972.0,1.64,1.65,1.5692,1.6,27259.0
2025-04-01 04:00:00,10.58,10.73,10.52,10.56,1582730.0,15.04,15.31,15.0,15.03,2531406.0,9.78,9.93,9.65,9.75,574066.0,22.13,22.2,21.71,21.76,81684,2.47,2.52,2.47,2.48,1507634.0,38.45,39.1,38.11,38.45,259888.0,33.26,33.86,33.12,33.32,482853.0,16.37,16.555,16.27,16.45,571422.0,6.42,6.5236,6.42,6.5,7475.0,2.45,2.5399,2.34,2.36,32335.0,1.6,1.6,1.5695,1.571,21225.0
2025-04-02 04:00:00,10.49,10.54,10.24,10.37,2955765.0,14.79,14.95,14.65,14.95,2882840.0,9.61,9.68,9.52,9.66,434851.0,21.5,21.72,21.24,21.71,89843,2.47,2.47,2.42,2.44,2479449.0,38.18,38.38,37.66,38.19,234504.0,33.0,33.175,32.51,33.12,632117.0,16.3,16.38,16.09,16.35,905893.0,6.5001,6.55,6.4192,6.46,11429.0,2.34,2.45,2.34,2.45,9110.0,1.56,1.59,1.55,1.5835,76109.0
2025-04-03 04:00:00,10.06,10.31,9.9,10.0,2681936.0,14.515,14.75,14.28,14.34,4276258.0,9.43,9.51,9.045,9.05,676541.0,20.99,21.77,20.79,20.82,224686,2.4,2.43,2.35,2.35,4254068.0,37.02,38.3,36.45,36.64,951230.0,32.07,33.0,30.95,31.04,1219232.0,15.86,15.89,14.94,14.99,1679336.0,6.46,6.4872,6.06,6.125,11896.0,2.39,2.39,2.2409,2.28,23850.0,1.58,1.58,1.5,1.56,47733.0
2025-04-04 04:00:00,9.4,9.485,8.995,9.45,4530711.0,13.02,13.07,12.4,12.83,6505809.0,8.75,9.01,8.54,8.74,1699789.0,18.93,19.22,18.15,18.54,403930,2.26,2.3,2.15,2.21,4253971.0,34.24,34.99,33.3502,34.47,1165409.0,28.96,28.96,27.2,28.76,1697292.0,14.26,14.4,13.6,13.97,1816378.0,6.11,6.11,5.75,5.75,9829.0,2.2,2.2,1.86,2.0,53790.0,1.55,1.55,1.45,1.48,98904.0
2025-04-07 04:00:00,9.61,10.275,9.47,10.2,3611429.0,12.99,14.36,12.806,14.29,5909775.0,8.58,9.59,8.5428,9.35,1157628.0,18.28,19.91,17.91,19.66,401175,2.19,2.37,2.13,2.35,4359612.0,34.44,38.03,33.99,37.55,858864.0,28.76,31.96,28.55,31.65,1524018.0,13.95,15.29,13.73,14.85,1894032.0,5.75,5.95,5.6628,5.682,14657.0,1.94,2.1886,1.92,2.025,21948.0,1.44,1.47,1.325,1.355,71381.0
2025-04-08 04:00:00,10.17,10.31,9.605,9.7,2676667.0,14.16,14.2,13.04,13.22,4244626.0,9.55,9.55,8.445,8.51,1122829.0,20.07,20.08,18.64,18.81,238530,2.42,2.43,2.25,2.29,2621586.0,37.62,38.33,34.03,34.48,720868.0,32.08,32.35,29.09,29.61,995755.0,15.41,15.4299,14.32,14.48,1556710.0,5.75,5.88,5.38,5.51,11302.0,2.05,2.1231,1.9605,1.9999,21385.0,1.35,1.39,1.3105,1.36,49778.0
2025-04-09 04:00:00,9.65,10.3927,9.5,10.1,3691022.0,13.43,14.52,13.13,14.35,3952254.0,8.56,9.23,8.32,8.97,981821.0,18.75,20.45,18.6,20.06,235209,2.29,2.44,2.23,2.36,5008004.0,34.64,37.26,33.8507,36.23,607727.0,29.52,32.4107,29.03,31.56,1193797.0,14.3,15.53,14.03,15.47,1447903.0,5.39,5.9001,5.39,5.8894,17249.0,1.96,2.12,1.9259,2.11,24876.0,1.355,1.43,1.305,1.41,79895.0
2025-04-10 04:00:00,10.04,10.1,9.715,9.84,2891552.0,14.13,14.22,13.665,14.03,3259367.0,8.85,8.92,8.61,8.75,577573.0,19.63,19.9,19.125,19.42,108526,2.34,2.35,2.29,2.34,1961031.0,35.29,36.05,34.67,35.77,659393.0,30.79,31.17,29.76,30.65,892591.0,15.19,15.55,14.98,15.24,849267.0,5.74,5.88,5.7215,5.7215,11250.0,2.04,2.1,1.9454,1.96,28621.0,1.41,1.55,1.41,1.43,62428.0
2025-04-11 04:00:00,10.22,10.635,10.2,10.6,2795692.0,14.72,15.52,14.67,15.5,4722801.0,8.85,9.35,8.78,9.29,627083.0,19.94,20.61,19.94,20.53,146816,2.39,2.54,2.369,2.53,2850343.0,36.96,39.36,36.4604,39.27,656956.0,31.32,33.57,31.32,33.24,924610.0,15.578,15.9599,15.39,15.86,840645.0,5.6653,5.86,5.57,5.7064,4325.0,1.94,2.45,1.94,2.28,181667.0,1.47,1.47,1.39,1.41,25294.0
2025-04-14 04:00:00,10.57,10.64,10.175,10.19,2001441.0,15.39,15.42,14.955,14.99,2435317.0,9.34,9.34,8.905,8.92,435107.0,21.01,21.145,20.53,20.64,161818,2.53,2.5386,2.45,2.48,2855404.0,39.3,39.31,38.04,38.56,489122.0,33.46,33.46,32.271,32.43,1080553.0,16.0,16.03,15.4,15.43,786992.0,5.51,5.7505,5.51,5.74,8145.0,2.3,2.59,2.16,2.36,424928.0,1.4,1.44,1.33,1.39,46041.0
2025-04-15 04:00:00,10.2,10.28,9.86,9.88,1594232.0,15.06,15.06,14.51,14.52,1960505.0,8.9,8.9,8.695,8.7,434188.0,20.7,21.13,20.0,20.17,167407,2.47,2.48,2.385,2.4,2407243.0,38.68,38.7,37.255,37.39,413150.0,32.41,32.5,31.345,31.36,699857.0,15.47,15.48,14.94,15.02,737143.0,5.74,5.8836,5.7266,5.775,6629.0,1.73,2.02,1.7,1.91,206251.0,1.4002,1.44,1.394,1.42,8125.0
2025-04-16 04:00:00,9.95,10.14,9.88,10.08,1573247.0,14.62,14.87,14.46,14.77,1987639.0,8.72,8.88,8.6102,8.85,551531.0,20.24,20.87,20.24,20.84,90901,2.42,2.47,2.4,2.44,2430632.0,37.55,38.46,37.14,38.31,367553.0,31.52,32.175,31.01,31.94,689487.0,14.96,15.3799,14.92,15.28,412570.0,5.65,5.7175,5.6061,5.6626,3226.0,1.88,2.0814,1.81,2.03,22232.0,1.43,1.43,1.36,1.37,31331.0
2025-04-17 04:00:00,10.11,10.45,10.11,10.42,1501403.0,15.06,15.455,15.03,15.44,1962533.0,8.88,9.28,8.86,9.22,481548.0,21.01,21.53,20.94,21.52,95153,2.45,2.52,2.45,2.51,2582627.0,38.64,39.97,38.41,39.84,359155.0,32.03,33.5,32.03,33.34,581538.0,15.37,15.71,15.34,15.6,530097.0,5.675,5.7999,5.53,5.7999,3933.0,2.01,2.08,1.95,1.95,28029.0,1.3504,1.415,1.3504,1.4,33472.0
2025-04-21 04:00:00,10.35,10.3585,10.035,10.06,1139044.0,15.2,15.29,14.805,14.86,1217269.0,9.1,9.2,9.01,9.11,361450.0,21.6,21.6,21.06,21.15,76974,2.5,2.52,2.45,2.45,1526894.0,39.68,39.68,38.5,39.03,409494.0,33.06,33.06,32.43,32.51,497102.0,15.55,15.61,15.4094,15.54,380694.0,5.71,5.8501,5.71,5.7933,5292.0,1.95,2.04,1.9049,1.9284,14762.0,1.41,1.42,1.37,1.37,29620.0
2025-04-22 04:00:00,10.2,10.25,9.91,9.97,1257458.0,15.28,15.28,14.97,14.97,1777386.0,9.2,9.24,8.9301,9.01,372807.0,21.75,21.88,21.14,21.38,97178,2.48,2.49,2.45,2.46,1808420.0,39.14,39.524,38.0,38.05,443492.0,32.88,32.88,31.71,31.72,534717.0,15.51,15.71,15.35,15.38,489152.0,5.81,5.81,5.6,5.67,12381.0,1.98,1.98,1.8,1.88,42375.0,1.39,1.39,1.34,1.36,74257.0
2025-04-23 04:00:00,10.135,10.42,9.94,10.27,2180524.0,15.39,15.96,15.17,15.7,3670959.0,9.12,9.3,8.885,9.26,405558.0,21.78,22.32,21.6,22.01,110978,2.48,2.52,2.44,2.5,3240844.0,38.67,39.85,38.005,39.39,534473.0,32.0,32.67,31.49,32.33,717958.0,15.75,15.88,15.5538,15.73,552705.0,5.735,5.84,5.675,5.82,8362.0,1.97,2.015,1.85,1.86,28855.0,1.36,1.39,1.36,1.38,12948.0
2025-04-24 04:00:00,10.39,10.45,10.2,10.44,1280195.0,16.01,16.31,15.85,16.29,2485827.0,9.31,9.42,9.09,9.37,381231.0,22.43,22.86,22.17,22.76,130611,2.51,2.53,2.46,2.53,2103670.0,39.82,40.78,39.335,40.74,762488.0,32.87,33.38,32.065,33.23,577425.0,15.91,16.07,15.8,16.06,470999.0,5.84,5.94,5.826,5.94,11738.0,1.9,1.92,1.79,1.89,57605.0,1.4,1.4,1.33,1.34,94710.0
2025-04-25 04:00:00,10.4,10.65,10.255,10.59,1442229.0,16.05,16.68,15.83,16.56,3993464.0,9.36,9.675,9.26,9.58,368259.0,22.72,23.35,22.54,23.05,86641,2.5,2.5799,2.4801,2.56,1850537.0,40.79,42.65,40.34,42.31,714086.0,33.01,34.18,32.9,33.94,654718.0,16.15,16.68,16.02,16.54,513620.0,5.9199,5.9991,5.9063,5.97,5075.0,1.89,1.99,1.8578,1.9462,20744.0,1.34,1.37,1.33,1.3695,51755.0
2025-04-28 04:00:00,10.46,10.54,10.35,10.49,970954.0,16.15,16.46,16.11,16.29,1919584.0,9.53,9.68,9.4516,9.55,393220.0,22.75,23.23,21.76,23.14,130845,2.54,2.57,2.525,2.54,2061856.0,42.32,43.79,41.51,42.24,816439.0,33.69,34.2099,33.2829,33.78,701819.0,16.28,16.43,16.1787,16.26,481718.0,6.0,6.07,5.93,5.93,5222.0,1.97,1.99,1.86,1.93,8572.0,1.37,1.39,1.3298,1.33,74993.0
2025-04-29 04:00:00,10.45,10.69,10.45,10.68,982455.0,16.46,16.74,16.4,16.73,1432450.0,9.51,9.725,9.5,9.67,336003.0,23.32,23.67,23.25,23.47,74620,2.54,2.6,2.5395,2.57,2186486.0,42.25,43.01,42.0,42.89,384787.0,33.68,34.75,33.68,34.71,809769.0,16.36,16.705,16.34,16.625,408036.0,5.9905,5.9905,5.8884,5.8884,1836.0,1.92,1.97,1.8995,1.92,8584.0,1.34,1.37,1.31,1.35,88708.0
2025-04-30 04:00:00,10.56,10.78,10.5,10.69,1741653.0,16.56,17.11,16.54,16.81,2767776.0,9.57,9.7,9.445,9.54,418701.0,22.9,23.83,22.9,23.77,126874,2.55,2.6,2.51,2.56,3449883.0,42.26,43.1,41.67,42.57,545140.0,34.01,34.6,33.5,33.96,712173.0,16.6,16.81,16.4158,16.565,643942.0,5.89,5.89,5.8,5.8,3238.0,1.9,1.99,1.87,1.88,32600.0,1.35,1.3798,1.3311,1.34,25264.0
2025-05-01 04:00:00,10.75,10.805,10.58,10.71,1274413.0,16.93,17.09,16.615,16.76,2150215.0,9.61,9.77,9.525,9.7,533969.0,23.9,24.43,23.65,23.73,132979,2.55,2.6,2.51,2.55,3961426.0,42.62,43.48,42.14,43.27,502201.0,34.19,34.575,33.51,33.96,598103.0,16.78,16.81,16.24,16.425,486564.0,5.85,5.95,5.81,5.8133,12553.0,1.87,1.96,1.87,1.92,10301.0,1.34,1.3738,1.34,1.35,5853.0
2025-05-02 04:00:00,10.84,10.95,10.72,10.91,1078152.0,17.22,17.3,16.8601,17.13,2262262.0,9.82,9.88,9.64,9.81,390100.0,23.68,24.0199,23.44,23.98,131692,2.59,2.62,2.54,2.6,2979620.0,43.72,44.32,43.01,44.09,445002.0,34.5,35.015,34.01,34.91,530669.0,16.96,16.97,16.615,16.72,556797.0,5.83,5.83,5.665,5.7112,8685.0,1.92,2.03,1.92,1.96,45116.0,1.34,1.3758,1.34,1.35,7047.0
2025-05-05 04:00:00,11.11,11.35,11.02,11.24,2034424.0,18.1,18.33,17.635,17.79,6853543.0,10.0,10.11,9.83,9.96,520077.0,25.0,25.25,24.66,24.85,131206,2.63,2.7,2.62,2.66,2426967.0,45.0,46.79,44.84,46.17,800579.0,35.89,36.9821,35.58,36.42,1164641.0,17.18,17.345,16.96,17.11,630683.0,5.76,5.79,5.6043,5.75,4218.0,1.9,1.98,1.9,1.95,6893.0,1.35,1.4695,1.3497,1.42,45130.0
2025-05-06 04:00:00,11.17,11.425,11.17,11.23,2066445.0,17.915,18.16,17.46,17.57,4628946.0,10.26,10.26,9.81,9.9,669059.0,24.82,25.13,24.27,24.61,114257,2.66,2.69,2.63,2.65,2843941.0,46.38,47.31,45.75,46.12,927946.0,36.56,37.23,36.0,36.54,1260483.0,17.391,17.4,16.9,16.98,763236.0,5.66,5.84,5.52,5.52,5404.0,1.94,1.9612,1.88,1.9,14095.0,1.405,1.46,1.405,1.46,15492.0
2025-05-07 04:00:00,11.07,11.28,10.98,11.13,2122443.0,17.24,17.39,17.02,17.16,2717427.0,9.85,9.85,9.41,9.73,785350.0,24.4,24.4,23.84,24.18,83834,2.66,2.66,2.58,2.61,1934366.0,45.79,46.755,45.42,46.18,735954.0,36.38,36.52,35.83,36.34,582590.0,16.78,16.79,16.485,16.51,736507.0,5.63,5.81,5.63,5.65,5172.0,1.9,1.943,1.88,1.89,20931.0,1.47,1.66,1.46,1.58,148242.0
2025-05-08 04:00:00,11.07,11.14,10.8,11.03,2380665.0,17.2,17.39,16.89,17.11,2200225.0,9.76,9.84,9.46,9.67,568385.0,23.87,24.08,23.5573,23.64,124962,2.61,2.61,2.54,2.57,1320734.0,46.0,46.22,43.135,43.92,1224762.0,37.44,37.54,35.7501,36.6,852222.0,16.65,16.65,16.0,16.21,915846.0,5.79,5.85,5.75,5.85,4846.0,1.9,1.97,1.9,1.92,20298.0,1.62,1.66,1.52,1.57,63923.0
2025-05-09 04:00:00,11.1,11.1849,10.97,11.08,1279532.0,17.35,17.4865,17.125,17.35,1945211.0,9.79,9.95,9.745,9.92,506947.0,24.0,24.09,23.55,23.72,63586,2.59,2.61,2.54,2.6,1981798.0,44.69,45.48,43.93,45.3,518002.0,36.75,37.94,36.75,37.68,715137.0,16.52,16.67,16.175,16.49,749918.0,5.8801,5.9317,5.83,5.9317,5661.0,1.88,1.9899,1.85,1.88,20830.0,1.5401,1.5894,1.5401,1.5894,16359.0
2025-05-12 04:00:00,11.26,11.38,11.085,11.2,1878020.0,17.76,17.7997,17.395,17.51,2016787.0,10.11,10.26,9.74,9.8,811371.0,24.19,24.34,23.93,24.28,86226,2.64,2.67,2.58,2.58,2280175.0,46.15,46.48,44.99,45.34,790857.0,38.6,38.86,37.7,38.0,766146.0,17.36,17.585,16.94,17.04,1188686.0,5.91,6.0331,5.8884,6.033,5103.0,1.91,2.14,1.86,2.01,45313.0,1.58,1.64,1.55,1.62,22682.0
2025-05-13 04:00:00,11.2,11.385,11.09,11.32,1179774.0,17.44,17.96,17.425,17.84,2054548.0,9.85,9.97,9.695,9.82,779853.0,24.23,24.59,24.1336,24.43,119187,2.58,2.65,2.58,2.64,2539341.0,45.2,45.72,44.505,45.66,612301.0,38.02,38.955,37.79,38.71,675188.0,17.23,17.37,17.05,17.27,836379.0,5.9416,5.945,5.8,5.8847,11050.0,2.01,2.0646,1.95,1.97,98797.0,1.64,1.64,1.57,1.62,13321.0
2025-05-14 04:00:00,11.35,11.465,11.3,11.38,1600279.0,18.0,18.3591,17.99,18.2,2154994.0,9.85,10.05,9.85,9.93,729350.0,24.48,24.99,24.41,24.88,159133,2.63,2.68,2.62,2.67,1999763.0,46.0,46.23,45.16,45.59,731468.0,38.7,39.0,38.28,38.39,575925.0,17.82,18.07,17.71,17.8,903684.0,5.8887,5.9,5.73,5.75,6144.0,1.99,1.99,1.82,1.82,37456.0,1.62,1.6399,1.44,1.55,205994.0
2025-05-15 04:00:00,11.29,11.61,11.21,11.58,1507273.0,17.74,18.115,17.66,18.07,1800837.0,9.79,9.96,9.669,9.92,417141.0,23.15,24.1,22.86,23.94,317351,2.65,2.74,2.63,2.72,1771289.0,44.78,46.295,44.55,45.89,536963.0,37.77,38.35,37.62,38.3,507353.0,17.5,17.83,17.4226,17.78,495105.0,5.77,5.89,5.65,5.67,11366.0,1.82,1.91,1.7699,1.85,72863.0,1.55,1.55,1.42,1.43,81242.0
2025-05-16 04:00:00,11.7,11.81,11.605,11.77,993024.0,18.42,18.597852,18.035,18.32,2419299.0,9.97,10.1,9.86,10.06,561612.0,24.54,25.24,24.4049,25.09,122347,2.73,2.78,2.7,2.76,2684982.0,46.46,47.06,45.65,46.83,613381.0,38.67,39.355,38.44,39.24,680310.0,17.89,18.12,17.61,18.05,558230.0,5.7825,5.7917,5.69,5.7439,5360.0,1.85,1.93,1.82,1.845,37374.0,1.47,1.47,1.4,1.41,55130.0
2025-05-19 04:00:00,11.71,11.87,11.71,11.83,1281519.0,18.3,18.48,18.17,18.4,2150814.0,10.03,10.225,9.98,10.15,647179.0,24.69,25.01,24.48,24.6,77009,2.75,2.76,2.71,2.73,1621416.0,45.62,45.62,44.92,45.48,323134.0,38.97,39.41,38.2301,38.78,648669.0,17.82,18.1,17.82,18.1,373966.0,5.62,5.6711,5.5,5.65,4703.0,1.83,1.87,1.83,1.85,6711.0,1.44,1.54,1.41,1.468,57390.0
2025-05-20 04:00:00,11.8,11.82,11.66,11.71,1025553.0,18.285,18.36,17.855,18.0,2251064.0,10.17,10.41,10.13,10.4,797244.0,24.48,24.49,23.79,23.85,89878,2.73,2.74,2.71,2.72,1754077.0,45.36,45.66,44.89,45.25,407888.0,38.5,38.73,37.96,38.2,531945.0,18.13,18.28,17.98,18.22,552411.0,5.8811,5.97,5.52,5.52,9080.0,1.84,1.93,1.84,1.9,52370.0,1.47,1.54,1.4301,1.4899,22333.0
2025-05-21 04:00:00,11.52,11.65,11.48,11.55,1189508.0,18.0,18.12,17.665,17.7,1837180.0,10.35,10.42,10.14,10.15,554266.0,23.84,24.26,23.2,23.25,132905,2.73,2.73,2.66,2.67,2635956.0,45.0,45.39,44.56,45.09,483293.0,38.0,38.4499,37.47,37.49,457719.0,18.26,18.39,17.86,17.9,1008294.0,5.36,5.51,5.2617,5.37,10557.0,1.8705,1.88,1.85,1.85,24630.0,1.5,1.52,1.46,1.4694,45145.0
2025-05-22 04:00:00,11.56,11.56,11.29,11.33,1086353.0,17.66,17.67,17.14,17.18,2761764.0,10.06,10.101,9.585,9.59,591055.0,23.19,23.27,22.56,22.56,59493,2.66,2.66,2.58,2.6,2604316.0,44.73,44.77,43.2,43.3,404722.0,37.22,37.445,36.18,36.4,505347.0,17.46,17.46,16.775,16.78,973780.0,5.17,5.35,5.1147,5.35,7225.0,1.87,1.9195,1.83,1.86,35856.0,1.46,1.51,1.43,1.445,22299.0
2025-05-23 04:00:00,11.25,11.7,11.25,11.69,1462961.0,17.77,18.37,17.49,18.34,4699757.0,9.5,9.8,9.47,9.77,415621.0,22.56,23.53,22.56,23.45,104130,2.59,2.68,2.56,2.67,2606277.0,43.2,44.569,43.2,44.53,278725.0,36.0,37.445,36.0,37.35,587381.0,16.66,16.96,16.66,16.93,869763.0,5.21,5.35,5.21,5.302,4963.0,1.8115,1.9099,1.8,1.81,26817.0,1.44,1.47,1.43,1.47,40168.0
2025-05-27 04:00:00,11.8,11.885,11.6938,11.76,1597168.0,18.96,18.96,18.48,18.75,4012983.0,9.8,9.96,9.71,9.92,494665.0,24.03,24.19,23.72,23.91,146717,2.69,2.73,2.66,2.7,1876916.0,45.0,45.61,44.55,44.93,305640.0,37.92,38.2,37.345,37.87,580501.0,17.44,17.5099,16.83,16.94,918107.0,5.26,5.4038,5.26,5.3699,6662.0,1.85,1.89,1.81,1.84,52992.0,1.53,1.61,1.52,1.61,50221.0
2025-05-28 04:00:00,11.58,11.61,11.22,11.32,1661250.0,18.21,18.21,17.5,17.55,3082606.0,9.8,9.89,9.465,9.47,845086.0,23.6,23.6,22.76,22.77,143326,2.68,2.69,2.63,2.65,2011362.0,44.55,44.76,43.315,43.4,340406.0,37.82,37.82,36.26,36.3,470077.0,16.85,16.86,16.17,16.2,1005283.0,5.405,5.5,5.37,5.37,3300.0,1.81,1.8899,1.81,1.8318,21745.0,1.68,1.7,1.59,1.67,73304.0
2025-05-29 04:00:00,11.39,11.43,11.19,11.39,1099314.0,17.59,17.77,17.25,17.52,1778061.0,9.43,9.63,9.42,9.6,400626.0,22.76,23.165,22.76,23.0,73955,2.66,2.68,2.55,2.56,2270832.0,43.58,44.12,43.06,43.75,326718.0,36.87,37.03,36.05,36.75,438676.0,16.32,16.385,15.995,16.04,912395.0,5.315,5.52,5.2825,5.4656,4238.0,1.85,1.88,1.82,1.85,39677.0,1.64,1.72,1.64,1.72,106502.0
2025-05-30 04:00:00,11.42,11.65,11.42,11.58,1339775.0,18.29,18.4,18.015,18.28,3433816.0,9.54,9.65,9.45,9.61,456523.0,23.73,23.73,23.21,23.33,102737,2.57,2.66,2.56,2.65,2440783.0,44.08,44.78,43.6,44.19,620805.0,37.13,37.53,36.7601,37.05,809900.0,16.12,16.145,15.79,15.98,1324351.0,5.4102,5.5177,5.3454,5.4223,4258.0,1.83,1.88,1.82,1.86,24352.0,1.72,1.77,1.6625,1.74,64695.0
2025-06-02 04:00:00,11.59,11.615,11.41,11.58,1945094.0,18.24,18.31,17.99,18.12,2019737.0,9.6,9.82,9.55,9.66,391902.0,23.37,23.4,22.93,23.27,142333,2.68,2.73,2.655,2.71,3045285.0,44.34,45.1,43.97,44.76,387619.0,37.07,37.4599,36.68,37.17,382477.0,16.77,16.78,16.29,16.75,1099478.0,5.51,5.53,5.3606,5.45,4566.0,1.87,1.8893,1.8491,1.87,10157.0,1.74,1.74,1.66,1.67,35786.0
2025-06-03 04:00:00,11.42,11.48,11.11,11.44,1554576.0,17.71,18.005,17.38,17.85,2386124.0,9.6,9.705,9.18,9.61,483416.0,22.31,22.4,21.8701,22.29,221855,2.69,2.72,2.61,2.69,2200291.0,44.01,44.58,42.08,44.24,582967.0,37.05,37.43,35.6,37.18,561289.0,16.52,16.7201,16.08,16.52,754265.0,5.3518,5.55,5.3518,5.48,2726.0,1.89,2.0499,1.832,2.03,41508.0,1.69,1.69,1.5802,1.595,85452.0
2025-06-04 04:00:00,11.48,11.65,11.275,11.5,2370948.0,17.75,18.305,17.655,18.16,2662389.0,9.61,9.79,9.52,9.7,328604.0,22.2,22.49,22.04,22.26,221494,2.74,2.84,2.735,2.78,3183004.0,44.36,45.6,44.36,45.45,483883.0,37.2,38.05,37.2,38.0,509959.0,16.47,16.74,16.42,16.51,558048.0,5.62,11.47,5.6,7.87,4013393.0,2.04,2.19,2.0,2.17,26445.0,1.602,1.7299,1.59,1.65,107249.0
2025-06-05 04:00:00,11.59,11.61,11.3909,11.57,1934355.0,18.35,18.45,18.01,18.13,2188353.0,9.7,9.75,9.51,9.67,313636.0,22.62,22.62,22.19,22.27,107060,2.8,2.81,2.73,2.76,2054084.0,45.78,45.9,44.68,45.31,307565.0,38.0,38.11,37.18,37.66,424363.0,16.73,16.73,16.34,16.63,506571.0,7.15,7.9899,6.9,7.31,401395.0,2.15,2.15,1.99,2.0,18787.0,1.66,1.7095,1.59,1.62,53604.0
